pose,pose_x,pose_y,label
1,-15.0,10.0,1
0,-1.875678335,9.133489338,0
1,-15.0,10.0,1
1,-10.08528347,-3.273529746,1
1,-15.0,10.0,1
0,1.902257553,3.257741423,0
0,7.675347874,10.84321561,0
1,-15.0,10.0,1
1,-11.28908373,-2.065119638,1
1,-10.47889574,-1.530200832,1
0,4.226646,8.093003044,0
0,3.170745055,8.639550036,0
0,2.115191041,10.1435794,0
0,-0.41103108,9.165607121,0
1,-10.83668348,-3.426904199,1
1,-11.93140095,-1.572944899,1
0,-1.362813158,7.704724604,0
1,-10.0465573,-3.478918751,1
0,1.895321528,8.907748844,0
0,3.465271501,7.773541036,0
0,0.399332051,8.012119987,0
1,-15.0,10.0,1
1,-10.6124923,-2.793629678,1
1,-15.0,10.0,1
0,4.222627078,6.955698793,0
0,0.235685866,8.040031751,0
1,-12.25957787,-2.800929493,1
1,-11.06252372,-0.762260389,1
1,-10.26352012,-3.066036817,1
0,2.638972459,9.18897852,0
0,-0.149852012,8.283690288,0
0,1.720128752,8.945897887,0
0,-1.023622907,3.19713161,0
0,-3.403303939,6.659088864,0
0,2.854287507,11.26852624,0
1,-15.0,10.0,1
1,-11.01471426,-2.074849952,1
0,3.961515605,10.18110596,0
0,-0.074558992,7.634212644,0
0,1.115635067,9.660228903,0
0,10.09901273,14.66503562,1
0,-0.065353267,8.295001936,0
0,0.355227199,8.797188881,0
0,-3.960164874,2.175731689,0
0,0.329579058,-5.939545095,0
0,7.069702105,4.357097556,0
0,1.674601894,8.899544732,0
0,-0.011204894,8.478177746,0
0,-0.398323588,8.329228094,0
0,-2.121539613,8.558276055,0
0,11.50919939,3.192182353,0
0,7.696256557,13.34493536,1
0,-0.833435011,10.46162332,0
0,8.119052671,5.429341116,0
0,6.953861209,5.653544671,0
0,3.128957048,7.913132098,0
0,2.233601783,4.68504146,0
0,3.598131707,13.65682925,1
0,3.414548656,9.925918444,0
0,6.098382056,12.73791222,0
0,5.811673458,11.10386807,0
0,2.289991075,6.784229681,0
0,2.225767267,6.757792528,0
0,2.380562478,6.676205628,0
0,0.713086587,6.358531284,0
0,1.688954297,9.420260143,0
0,0.306295982,-3.314193044,0
0,0.132874537,-1.751747314,0
0,2.087216352,6.016573893,0
0,-0.166491598,7.843960624,0
0,-0.152186854,9.143972055,0
0,2.796204033,6.281844294,0
0,0.323351527,8.696699838,0
0,7.738878546,-7.599719168,0
0,2.973279293,4.396369685,0
0,0.189461282,-1.677956122,0
0,-0.768069982,8.444305237,0
0,2.427958646,9.799765374,0
0,5.286484517,6.844221965,0
2,-3.649466537,-13.09473138,1
0,0.106576758,7.508080566,0
2,1.835470822,-14.71826572,1
0,3.307948577,7.035494342,0
0,3.165990058,6.405971441,0
0,7.476023601,6.277688462,0
0,15.10318895,-9.955520092,0
0,9.603280251,2.676826527,0
0,-1.761521593,4.872310547,0
0,4.608113858,1.780078469,0
0,4.888627458,4.860818742,0
2,-3.41316071,-15.25779138,1
2,-0.096652891,-19.84190512,1
0,0.729015971,-0.398835422,0
0,4.772744387,2.043807488,0
0,3.496306559,-3.368206772,0
0,4.605212156,6.756117628,0
0,6.749619785,10.44656258,0
0,1.559439867,8.231651279,0
0,-0.36556041,0.852858676,0
0,-3.108335287,6.659658009,0
0,4.952188973,11.56832035,0
0,1.35238266,7.054429798,0
0,3.408646844,6.910493749,0
0,6.105058105,1.903959095,0
0,0.549932066,8.717066255,0
0,2.712614631,14.69468275,1
0,0.070669736,-2.338901994,0
0,1.027535732,-2.260086752,0
0,2.283800909,-3.505001841,0
0,10.08921067,-0.681625281,0
0,12.94473701,-6.954823977,0
0,3.340818465,5.911426781,0
0,14.36156626,2.267907327,0
0,11.22416206,2.51701638,0
0,7.343895467,5.260869052,0
0,3.107907472,-3.577054405,0
0,-0.606864498,8.878785777,0
0,-0.795858027,6.382923145,0
0,5.684777105,13.05546789,1
0,-3.78970509,3.390884399,0
0,7.796763304,10.57247064,0
0,-0.212810426,8.298843724,0
0,3.241547024,8.279530148,0
0,13.09050032,-8.493826492,0
0,0.850015957,-2.49371177,0
0,8.899604813,3.850179079,0
0,3.564576305,5.203370723,0
0,11.29049796,14.5996939,1
0,5.567675171,13.22400057,1
0,7.930719095,10.67874322,0
0,13.8764148,1.515228184,0
0,7.212389515,10.66062106,0
0,10.80469873,3.69033558,0
0,-3.779702821,6.571670956,0
0,6.214978753,4.205088663,0
0,7.719153659,-2.404239546,0
0,2.893224848,-2.751128552,0
0,5.520777103,0.194686084,0
0,0.388104845,-3.656433759,0
0,4.388125814,4.677536673,0
0,-3.660344636,1.395825092,0
0,5.249421429,-1.216052099,0
0,0.129203955,8.510022803,0
0,-4.302431838,7.680473777,0
0,14.81023601,3.874639681,0
0,-1.385387189,6.708292937,0
0,7.434767746,10.73766025,0
0,3.831573435,10.16695576,0
0,-1.438411077,-7.952931955,0
0,4.31426734,6.770724246,0
0,8.089798096,1.524760447,0
0,-3.296113682,5.046047206,0
0,7.109819316,11.67625338,0
0,7.076301534,6.319534057,0
0,6.498684533,10.74343165,0
0,-3.660711013,8.629464749,0
0,5.015077165,4.68591311,0
0,-3.34316337,6.999334178,0
0,5.428264442,-0.790433117,0
0,7.058275599,5.823324682,0
0,7.729836367,7.831319676,0
0,11.40480066,-7.279232735,0
0,4.824040159,0.526169048,0
0,9.537114443,9.663983838,0
0,-4.752114594,7.817126431,0
0,6.65555393,4.837489532,0
0,-2.053853274,4.985996756,0
0,11.49789096,5.493968321,0
0,0.784586231,4.215816077,0
0,4.942740271,13.12716134,1
0,-2.095782546,10.45135252,0
0,3.165572362,12.76056536,0
0,0.514459209,-1.267746229,0
0,10.73187826,5.152346985,0
0,-6.032587727,8.648986051,0
0,6.044838401,3.517888359,0
0,2.075266128,-1.901037994,0
0,0.33569896,-0.098514037,0
0,8.024213426,10.87483177,0
0,4.176824029,8.852749032,0
0,10.53285098,12.35297898,0
0,-3.972749951,7.125799773,0
0,6.145026745,4.154415979,0
0,5.031809808,7.04353871,0
0,2.020911835,-0.848376365,0
0,3.573666432,5.67136765,0
0,-3.297784011,7.189860293,0
0,6.70507998,9.077126704,0
0,6.471613157,-0.948625639,0
0,-1.897644899,3.709731741,0
0,6.331408794,11.8456377,0
0,6.874350609,4.507555585,0
0,11.89514131,13.38908192,1
0,3.896671737,6.663745767,0
0,-4.343867192,7.525562506,0
0,-3.991317486,6.611392246,0
0,-3.225488273,9.200539107,0
0,-2.29578731,7.522446724,0
0,1.415010263,2.372920945,0
0,5.39563545,11.87986166,0
0,-3.755503583,2.843299877,0
0,0.217294208,5.816815236,0
0,8.704366699,8.974386759,0
0,1.320607224,8.655022691,0
0,-3.71768837,9.387167405,0
0,8.551684167,1.65856825,0
0,4.619338819,5.608712811,0
0,-2.021499298,4.500631189,0
0,3.098164205,3.845858162,0
0,-5.149137309,6.50276313,0
0,7.67693786,-1.753988986,0
0,7.319006649,-1.834289158,0
0,-3.501844002,9.187579003,0
0,7.17118402,-1.019454302,0
0,3.872865002,11.20906484,0
0,2.021771753,4.428858092,0
0,4.543103271,12.0447695,0
0,6.296588651,-1.129565115,0
0,8.848177974,9.889218231,0
0,-5.765359329,7.593768243,0
0,-3.848647106,8.665921809,0
0,1.730487877,5.063376938,0
0,6.447806866,-2.994463985,0
0,-3.418703408,8.720683545,0
0,4.497525033,6.92672339,0
0,-0.172446205,0.009112545,0
0,0.264166372,-1.086440174,0
0,-4.671173205,6.864021351,0
0,12.1710134,-3.895367651,0
0,-3.299578814,2.974242074,0
0,-0.437504627,-7.636778583,0
0,6.281816864,10.46402357,0
0,-0.84020552,7.587583235,0
0,-4.9012025,7.441656978,0
0,-3.654341623,8.670334721,0
0,-4.356701446,7.005374825,0
0,4.506489557,5.407665128,0
0,3.68986354,-1.666574921,0
0,2.14862582,7.002206848,0
0,3.335296085,8.843029243,0
0,-2.471396716,3.051943497,0
0,5.298905307,-5.209035083,0
0,-3.826793776,8.677238928,0
0,-4.808938716,9.467050397,0
0,-0.762596731,7.866016485,0
0,-2.054186351,7.756078005,0
0,9.40278325,-6.918717381,0
0,-4.049613063,8.247997503,0
0,10.65934939,-0.642966681,0
0,0.333558339,-3.666014783,0
0,6.563110122,9.335139346,0
0,5.064606673,3.377835728,0
0,-5.459498543,7.487112605,0
0,-4.048094664,7.582136126,0
0,7.682900661,7.943307831,0
0,7.379686211,1.825904371,0
0,9.30633647,13.47460005,1
0,6.546348912,12.14495221,0
0,17.98554248,-3.685746507,1
0,11.83882889,12.96769157,0
0,0.5614725,4.15877902,0
0,-4.50833418,8.946731433,0
0,9.28514997,-3.897742187,0
0,-2.896017587,7.570758676,0
0,-4.244861138,9.282567416,0
0,9.027991149,-4.32505357,0
0,-4.245002277,8.709970055,0
0,4.414334158,11.43561466,0
0,0.26426577,-3.85645677,0
0,0.769491787,0.491096966,0
0,6.884006575,-2.467899747,0
0,6.633835758,5.759085317,0
0,6.821109033,6.021280329,0
0,-3.686805401,8.640905677,0
0,-1.855989794,8.84717009,0
0,-1.524550585,8.489132734,0
0,4.591031459,7.080426278,0
0,-3.849657966,8.469736908,0
0,-8.865933997,-7.571048639,1
0,-3.407882847,9.044117172,0
0,-3.744516636,8.732118358,0
0,8.190298855,-4.877634534,0
0,7.631111543,6.895477738,0
0,-1.176180752,0.642489063,0
0,-4.916325495,8.932446036,0
0,7.498171791,14.69939392,1
0,-3.638469574,8.938994179,0
0,-3.450594661,8.966382249,0
0,-1.121759539,0.337029226,0
0,7.204716816,7.522768938,0
0,1.574575792,-2.852346964,0
0,4.225601705,4.877307042,0
0,1.427076729,-3.662413069,0
0,-4.661370708,7.111799105,0
0,9.568473001,2.788896541,0
0,-4.144203395,8.293160561,0
0,-3.253882032,9.069425481,0
0,-2.421554936,9.652119422,0
0,-3.528925802,8.941628881,0
0,-1.48223148,1.193752647,0
0,9.580702841,-2.149437478,0
0,-0.657734937,11.18803337,0
0,-1.216301909,2.184844319,0
0,5.721314755,-0.382136627,0
0,-2.66288833,8.749018776,0
0,-1.868254366,2.95126654,0
0,-3.650352538,8.292652058,0
0,-1.1642807,0.935175437,0
0,-4.333173414,8.898430282,0
0,-1.235828268,10.90975884,0
0,4.025008078,5.323650981,0
0,-2.635488686,8.82637322,0
0,7.264620654,7.036764115,0
0,-5.078316042,8.910749163,0
0,-4.279269607,8.933840274,0
0,-3.585571801,7.105952134,0
0,-1.997124158,1.199280778,0
0,-1.69253559,9.555857537,0
0,7.482731508,-8.305780314,0
0,-4.997408885,8.366543955,0
0,-2.60460863,8.565819337,0
0,5.995034547,-2.31902831,0
0,-2.128442411,10.58324949,0
0,6.333496889,9.038719995,0
0,-2.978887486,4.751267387,0
0,-2.180766285,8.417841627,0
0,-0.716745158,4.156271766,0
0,-1.856281528,0.404215709,0
0,-2.503055322,7.73206159,0
0,-3.573163871,4.190328347,0
0,1.062400294,9.763665667,0
0,-3.802065394,7.290515904,0
0,-2.49060026,9.077999593,0
0,-6.186807385,8.442325401,0
0,6.043152185,4.846940223,0
0,5.525553199,7.917231134,0
0,-2.316921761,9.448779671,0
0,3.57421182,0.479073533,0
0,6.393936768,5.033488289,0
0,1.754340304,10.82074702,0
0,3.284730549,13.85799185,1
0,-4.888983312,9.18055602,0
0,2.294491925,7.072928144,0
0,-3.169125962,9.246380102,0
0,-6.951008476,8.094551926,0
0,-4.875026519,8.456984838,0
0,-4.026723376,9.142654045,0
0,6.227926408,4.883816725,0
0,4.06590266,7.143971937,0
0,3.543766761,-5.183234774,0
0,-3.592519546,8.535360949,0
0,0.656324504,4.195426738,0
0,-3.721257224,7.573846931,0
0,-6.65946376,0.36430192,0
0,5.184346108,5.096820525,0
0,0.840170552,6.055182041,0
0,-1.473083548,4.890477197,0
0,7.473775695,13.48872457,1
0,-4.876376741,8.493698337,0
0,-3.598842152,8.443011233,0
0,-4.836082001,-7.442337241,0
0,1.197454644,7.505337875,0
0,-0.627291843,4.155201963,0
0,7.341194737,-0.672143455,0
0,10.39989587,-2.259351577,0
0,-0.839583182,9.87174133,0
0,1.208974892,-7.264667475,0
0,-4.274961632,8.315625786,0
0,0.46488826,9.559192785,0
0,7.389336139,14.70608564,1
0,-2.049181541,4.655419254,0
0,2.170427737,9.19490397,0
0,4.744085742,5.935069685,0
0,-3.538355909,8.772088458,0
0,-1.320384768,7.402704122,0
0,-4.43447121,8.311737803,0
0,10.53823951,-2.566265179,0
0,-3.126628958,8.603789296,0
0,-4.090467744,8.450956776,0
0,-1.43176813,4.542233219,0
0,-4.827228474,6.985103983,0
0,0.652365529,-2.211068546,0
0,-2.839071216,9.079209791,0
0,3.382775981,6.575014257,0
0,-2.143970202,3.850979457,0
0,-4.702241361,8.141027147,0
0,-0.443616196,1.545125238,0
0,-3.425532221,8.63806586,0
0,-3.629283583,7.738512557,0
0,-2.890554111,9.503486503,0
0,1.258834021,11.43279349,0
0,-3.839236361,8.740711749,0
0,3.108154296,5.15310948,0
0,-3.63982402,9.027183467,0
0,-1.849583934,10.83509982,0
0,1.223721198,10.36567729,0
0,4.686171749,5.489558996,0
0,-0.121552423,10.10986087,0
0,-4.233609224,5.013492879,0
0,-2.600416647,9.478490659,0
0,-3.794930033,6.680043515,0
0,-4.184051571,7.868764579,0
0,-3.455839318,9.081362442,0
0,-1.946917586,9.073938863,0
0,-2.797238924,7.915417019,0
0,-0.072240367,6.027076005,0
0,4.378570177,9.344870808,0
0,2.985020859,5.997078363,0
0,9.434135469,13.47073177,1
0,-4.310235422,7.817933456,0
0,2.16698075,-2.93318329,0
0,-1.805953358,4.24219518,0
0,-3.149317968,9.298532782,0
0,2.465161973,0.624756967,0
0,3.481715424,9.252513408,0
0,-4.833109986,8.644619193,0
0,5.142929502,4.564942963,0
0,-4.122099473,8.274100767,0
0,0.23211653,-0.077923718,0
0,-3.314167846,8.978759119,0
0,-3.094159694,0.177465941,0
0,-5.149503228,8.247806907,0
0,-5.302118841,6.771371044,0
0,4.109021107,5.683674058,0
0,3.512247135,4.863936966,0
0,-3.115521112,9.061046896,0
0,-3.712334905,8.110412978,0
0,-3.460937189,8.356374583,0
0,-2.656875841,8.448010547,0
0,-2.796436294,8.546285658,0
0,-2.970442635,8.768224869,0
0,2.282456754,-2.084968052,0
0,9.217053912,13.8001146,1
0,1.288359375,10.32166975,0
2,11.80181465,-13.82421682,1
2,13.47716303,-21.16132679,1
2,13.43740222,-24.28786432,1
2,12.69178417,-23.72391406,1
3,6.308600322,16.00053615,1
3,6.21716848,15.913835,1
3,7.170445695,16.20966203,1
3,6.444522759,16.53743111,1
3,4.83728022,17.08124718,1
0,-3.87387737,7.526357723,0
0,3.184633839,8.636799235,0
0,8.546782116,-2.568886858,0
0,-2.58394227,8.619638888,0
0,-0.833688195,-7.375297121,0
0,-2.222958731,9.422931571,0
0,-0.516759245,7.691312032,0
0,8.01438621,-7.972247578,0
0,-0.949253666,10.63939342,0
0,-3.498471345,8.695962346,0
0,6.611449259,-5.996721714,0
0,-3.118526799,2.169121204,0
0,-4.394893565,8.260319227,0
0,1.202964624,-9.215499998,0
0,4.206911464,6.530489302,0
0,-0.996209632,10.2807786,0
0,-3.584520782,8.748004965,0
0,3.427548901,-4.476677452,0
3,11.02850301,15.08539856,1
0,3.237806192,8.951735065,0
3,13.40060416,16.84575548,1
3,12.51485009,19.05623367,1
3,11.00183574,19.026002,1
3,11.72745586,21.92629653,1
3,10.52111174,19.59808892,1
3,10.52913597,20.26258221,1
0,3.15644979,3.038754261,0
2,9.001589526,-13.12911523,1
2,13.50379257,-25.2519216,1
2,20.72926224,-31.90871303,1
2,12.01216371,-34.34070858,1
2,14.44254058,-35.56796358,1
2,14.14390035,-36.00464566,1
2,16.17786512,-38.62923243,1
2,17.74426779,-32.20966026,1
0,-1.87204632,8.63256075,0
0,1.950444159,6.863729371,0
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
0,-1.566075744,-7.305353607,0
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
0,-4.916098297,8.855474133,0
1,-15.0,10.0,1
0,0.009743798,10.49915635,0
0,0.271371459,9.879202471,0
0,2.363840751,8.787505106,0
0,4.397942584,5.305519912,0
0,6.033307973,7.340763601,0
0,-6.130880852,3.627975236,0
0,4.106528665,6.564786935,0
0,-0.251808421,8.330500949,0
0,-4.359331412,-7.279322353,0
0,1.865199278,-1.977776012,0
0,2.081120087,9.89509754,0
0,-1.201760779,1.713570873,0
0,9.050539476,11.65830268,0
0,1.541410541,9.795172326,0
0,-4.370714238,3.211124545,0
0,1.551207659,8.292891616,0
0,1.135966252,0.253881294,0
0,7.172879216,13.41336041,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-14.06062468,5.219772022,1
0,7.591969396,-6.586853724,0
1,-17.92476313,0.154178211,1
1,-18.82571307,1.335361992,1
1,-17.55584003,1.443976344,1
1,-15.0,10.0,1
1,-17.84787694,0.714819498,1
1,-18.22681715,1.264118483,1
1,-18.5399733,2.256572323,1
1,-17.81368692,1.96239577,1
0,9.007764937,0.332069545,0
1,-10.72082835,9.440207709,1
1,-15.0,10.0,1
3,14.54309573,17.21829489,1
3,14.28898711,16.68159726,1
3,14.23388704,17.78801697,1
0,-3.268554087,8.933133744,0
0,-3.420821531,8.981670607,0
0,1.128571993,8.147371135,0
0,5.663646592,-1.332766798,0
0,2.537417409,6.930694933,0
2,12.22862024,-13.29138307,1
2,10.79778297,-10.6608194,1
0,-3.663921878,8.18463752,0
3,12.11636174,16.1341834,1
0,-1.422842663,8.559999907,0
3,13.50909997,15.16090464,1
3,11.96383818,15.13468331,1
3,12.09699131,15.30609179,1
3,9.852305945,15.68581231,1
0,0.540247704,-2.713215833,0
0,-3.242970374,4.47804761,0
0,7.697071272,4.74943287,0
0,10.12211464,8.775939748,0
0,3.225137774,4.639222768,0
0,-2.976850899,8.720919724,0
1,-12.43506432,2.365080258,1
1,-15.92535757,4.351188138,1
1,-15.67545433,6.044895913,1
1,-14.16518632,4.903943619,1
1,-12.36940678,6.737818158,1
1,-10.78298364,8.436433242,1
1,-10.04419943,7.344709356,1
0,3.344230865,-2.016610121,0
0,-0.912322804,2.150909893,0
0,2.79750367,8.342268719,0
0,-0.433076761,-7.08997848,0
0,0.667276322,5.640539369,0
0,8.535237352,6.058024127,0
0,3.038885777,10.59865923,0
0,-1.456100987,1.614526855,0
3,9.640597357,16.08553243,1
3,15.2539397,17.98364609,1
3,13.69781711,18.13433136,1
3,13.63341006,17.14188667,1
0,14.08095744,-8.236499788,0
0,-3.404486201,9.319127056,0
0,-6.151257699,-7.058904976,0
0,-1.434255591,1.709027232,0
0,5.757486712,9.864433923,0
0,-1.490583426,4.178237235,0
